,text,favorite_count,retweet_count,created_at,Target
461,"On the #AgriData portal you can find data on:
ðŸ”¸ agriculture in your country
ðŸ”¸ food production and prices
ðŸ”¸ EU funding for agriculture
ðŸ”¸ social and environmental impact of farming
and more: https://t.co/KjPY91tiGH https://t.co/fCk6Rpp0QI",19,10,2022-03-22 08:51:49+00:00,2
462,"We updated the #AgriData country pages.

ðŸ“Š Pick a country on the map and find data on farmers' income, value chains, biodiversity, rural development, inputs use, agricultural innovation and more.
â†’https://t.co/9RddVOLcsA https://t.co/wdcABhVjpo",40,22,2022-03-22 08:33:10+00:00,2
463,"RT @JGuerrier_EU: Very interesting dialogue with ðŸ‡«ðŸ‡· citizens on #EUMissions. We heard their views for a healthy, green &amp; digital future

ðŸ‡ªðŸ‡ºâ€¦",0,7,2022-03-21 17:08:12+00:00,2
464,"RT @jwojc: Holding a very important debate during ongoing #AGRIFISH Council meeting with Mr. Roman Leshchenko, Minister of Agrarian Policyâ€¦",0,12,2022-03-21 15:46:17+00:00,0
465,"RT @jwojc: You can count on steadfast EU support to:
âž¡ï¸ assist Ukrainian food production &amp; trade,
âž¡ï¸ provide humanitarian aid &amp; equipment,â€¦",0,5,2022-03-21 13:06:39+00:00,2
466,"RT @jwojc: Very important bilateral meeting in the margin of todayâ€™s #AGRIFISH, with H.E. Ambassador Mr Vsevolod Chentsov, Head of the Missâ€¦",0,6,2022-03-21 13:06:38+00:00,2
467,"RT @EP_Agriculture: ðŸ—“ï¸Tune to a debate with ðŸ‡ºðŸ‡¦ Minister of Agriculture tomorrow at 13.45.
More informationâ¤µï¸
https://t.co/so7NHd7wCH",0,4,2022-03-21 13:06:31+00:00,0
468,RT @EUCouncil: In the new #CAPðŸŒ¾ member states can better define priorities and target agriculture spending with their national strategic plâ€¦,0,20,2022-03-21 12:02:54+00:00,0
469,"43% of EU land is covered in forests

Almost 300 million trees have grown each year since 2010.

Now we are trying to to add another #3BillionTrees.

â¬‡ï¸ #EUForests #IntlForestDay https://t.co/0xCfR4HqCS",24,17,2022-03-21 11:03:47+00:00,0
470,"@EU_DigitalDock Hi, you can click on the photo in the tweet and it will bring you to the webpage.

Or visit: https://t.co/SgEcOQgYxC",0,0,2022-03-21 08:44:08+00:00,2
471,RT @EUgreenresearch: Some ðŸ‡ªðŸ‡º #H2020 projects like @FORGENIUS_EU and @Oneforest_H2020 seek to adapt European #forests to the #ClimateCrisisâ€¦,0,26,2022-03-21 08:43:03+00:00,0
472,"Today agriculture ministers from every EU member state meet to discuss the situation of agri-food markets in the wake of Russiaâ€™s invasion of UkraineðŸŒ» #AgriFish 

Agenda &amp; live streaming â†“
https://t.co/mrPziu7zhm",42,21,2022-03-21 08:38:17+00:00,2
473,"RT @jwojc: At the Versailles #EUCO meeting last week, ðŸ‡ªðŸ‡º leaders committed to improve ðŸ‡ªðŸ‡º food security by reducing dependencies on key impoâ€¦",0,10,2022-03-21 08:37:12+00:00,2
474,"Applications for the #EUOrganic Awards open on March 25th!

#Organic farmers, processors, retailers and restaurants in the EU, as well as local authorities promoting organic agriculture, are invited to apply â†“",11,12,2022-03-19 08:00:00+00:00,2
475,RT @OrganicsEurope: The annual #EUOrganic Awards aim to reward ðŸ‡ªðŸ‡º actors who greatly contribute to stimulating the #OrganicValueChain. Checâ€¦,0,4,2022-03-18 16:37:07+00:00,2
476,"RT @COPACOGECA: ðŸ“¢ðŸ“¢ðŸ“¢

In 1 week - on March 25th we will officially open the applications for the 1st #EUOrganic AwardsðŸŒ¾

@COPACOGECA will toâ€¦",0,4,2022-03-18 15:20:20+00:00,2
477,"Monday 21 March agriculture ministers from every EU member state will meet to discuss the situation of the agri-food market in the wake of Russiaâ€™s invasion of UkraineðŸŒ» #AgriFish 

Agenda &amp; live streaming â†“ https://t.co/mrPziu7zhm",28,17,2022-03-18 10:20:35+00:00,2
478,RT @gerardofortuna: #EUtrivia agri-food edition: what was the first African foodstuff that was granted EU protection under the GI umbrella?,0,2,2022-03-18 09:27:35+00:00,2
479,"RT @EUgreenresearch: The #MissionSoil aims to restore the source for #HealthyFood, #water &amp; #biodiversity

Ways to join?
âœï¸Applying for #Hoâ€¦",0,23,2022-03-18 08:41:19+00:00,2
480,"RT @EPRI_innovation: ðŸ“¢ðŸ“ƒ Just published by DG AGRI - @EUAgri

Study on the impact of LEADER on Balanced Territorial Development

https://t.câ€¦",0,3,2022-03-17 15:13:50+00:00,2
481,@sandmba @jwojc @EU_IPO @AfricaIPR @UEauCameroun @AfricaTradeLink Looking forward to registering the first Nigerian Geographical Indication in the EU ðŸ‘,4,1,2022-03-17 13:42:34+00:00,0
482,"RT @AfricaIPR: ðŸ“¢ #Cameroon's ""Poivre de Penja"" has been registered on the #EU market as the first protected Geographical Indication from thâ€¦",0,2,2022-03-17 13:04:24+00:00,0
483,"RT @AfricaIPR: ðŸ“¢ Le ""Poivre de Penja"" du #Cameroun est enregistrÃ© sur le marchÃ© de l'#UE en tant que premiÃ¨re Indication GÃ©ographique protÃ©â€¦",0,3,2022-03-17 13:04:13+00:00,0
484,"RT @VSinkevicius: More than 75% of global food crop types rely on animal pollination. 

Pollinators ðŸ are vital for ðŸŒ food security. 

We nâ€¦",0,34,2022-03-17 13:03:40+00:00,2
485,"RT @AfricaTradeLink: #GeograpicalIndication as a tool for #ruraldevelopment has come to stay in #Africa 

@sandmba  @EUAgri @EUIPcooperatioâ€¦",0,3,2022-03-17 13:03:26+00:00,2
486,RT @jwojc: I welcome the support of Member States in our action to deploy market support measure - aid for private storage for the pigmeatâ€¦,0,9,2022-03-17 11:55:42+00:00,2
487,"@jwojc @EU_IPO @AfricaIPR @UEauCameroun The first African Geographical Indication registered in the EU was South African tea Rooibos, in May 2021.

The registrations are supported by @AfricaIPR, an EU project that promotes African intellectual property ri",12,5,2022-03-17 11:55:09+00:00,2
488,"Today we register the 2nd African Geographical Indication in the EU ðŸ‡ªðŸ‡ºðŸ‡¨ðŸ‡²

'Penja Pepper' is grown on the hilly reliefs of Mount KoupÃ©, in the Littoral region of Cameroon, according to well-established know-how. #EUQuality

More info: https://t.co/rw4uaF9xec https://t.co/x3KaFuYjzs",34,11,2022-03-17 11:48:38+00:00,2
489,"New study measuring the impact of #LEADER, the EU community-led #RuralDevelopment programme.

LEADER's strengths:
ðŸ”¸ job creation and maintenance
ðŸ”¸ local added value of products
ðŸ”¸ enterprise modernisation

Areas for improvement:
ðŸ”¸ knowledge sharing
ðŸ”¸ measuring results",38,29,2022-03-17 11:19:21+00:00,2
490,RT @jwojc: My main message delivered today in #COMAGRI meeting on the policy actions under preparation and in line with the Heads of Statesâ€¦,0,7,2022-03-17 10:28:05+00:00,0
491,"Impact of the war in Ukraine on EU Agriculture

Follow the discussion liveâ¬‡ï¸
https://t.co/Q4VTM2m2oe https://t.co/g8kXtTaTlC",5,4,2022-03-17 10:18:14+00:00,0
492,"RT @jwojc: Click the link below for the latest price trends in the EU pigmeat ðŸ– sectorðŸ‘‡

https://t.co/fFQCDRjM65 https://t.co/rdegTjlc1L",0,2,2022-03-17 10:03:37+00:00,0
493,RT @jwojc: Today at 11 am I will participate in #COMAGRI meeting to discuss the situation of EU agricultural markets in the wake of Russiaâ€™â€¦,0,5,2022-03-17 09:45:05+00:00,2
494,"RT @Enrique_jna: ðŸ“ŒNew podcast from @EUAgri!

This time on the long term vision for rural areas, including innovative experiences from Italyâ€¦",0,2,2022-03-17 09:44:53+00:00,2
495,"RT @ECRepMalta: Interested in #UrbanFarming?

Follow the conference of the European Forum for Urban Agriculture!

ðŸ“… 29-30 March, online

ðŸ—’ï¸â€¦",0,6,2022-03-17 09:18:38+00:00,0
496,"FaST is a EU developed app that includes:
ðŸ”¸ Maps overlaying farm data on GIS layers
ðŸ”¸ Satellite imagery
ðŸ”¸ Campaign management with import of IACS/GSAA farmer data
ðŸ”¸ Fertilization recommendation
ðŸ”¸ Geo-tagged photos
ðŸ”¸ Weather/climate

https://t.co/rH4k8pqi91

#DigitalEU https://t.co/zWOmCLY7ke",5,3,2022-03-17 08:59:05+00:00,0
497,"RT @jwojc: Next week we plan to present a separate Communication on the food security, which will address the growing challenges in the agrâ€¦",0,30,2022-03-16 13:34:15+00:00,0
498,"RT @ElisaFerreiraEC: 137 million people
30% ðŸ‡ªðŸ‡º population
live in rural areas

EU Long-term vision for rural areas shows we care for theseâ€¦",0,7,2022-03-16 13:20:38+00:00,2
499,"RT @EP_Agriculture: ðŸš¨Starting now: Joint @EP_Agriculture - @EP_Regional  hearing about EU's rural areas with @jwojc &amp; @ElisaFerreiraEC 
ðŸŽ¥Liâ€¦",0,1,2022-03-16 13:20:22+00:00,0
